input1,input2,match_bozorth_mindtct_m1=1,match_mcc_mindtct_m1=1,match_bozorth_mindtct_m1=0,match_mcc_mindtct_m1=0,match_sourceafis
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_1_1_4,85.0,0.0551081,79.0,0.0425504,142.1098553495515
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_5_5_5,6.0,0.0159311,8.0,0.0166158,2.73101898101898
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_1_1_3,11.0,0.0177956,8.0,0.0196983,9.24091880341881
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_3_3_6,6.0,0.0163352,6.0,0.0133616,2.63616582281355
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_4_4_5,4.0,0.0163566,4.0,0.0168645,0.61486638361638
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_2_2_4,5.0,0.0178395,4.0,0.0163941,10.89410859410859
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_1_1_3,9.0,0.0156606,6.0,0.0176696,3.24064483371414
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_1_1_4,9.0,0.0172067,6.0,0.0190941,1.31588365092354
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_5_5_1,9.0,0.0161879,9.0,0.0160666,4.17752336027648
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_4_4_3,6.0,0.0144027,4.0,0.0157413,2.65273164335665
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_5_5_3,9.0,0.0148382,4.0,0.0169452,2.08373813686314
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_5_5_6,6.0,0.0143985,9.0,0.0161463,2.50146057400047
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_4_4_4,9.0,0.0155192,5.0,0.0151838,2.65497252747253
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_1_1_6,8.0,0.0168419,6.0,0.0168932,1.8503891941392
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_3_3_5,5.0,0.0180585,6.0,0.0189884,2.05184893231768
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_3_3_2,16.0,0.0183048,11.0,0.0154508,1.23207516568797
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_3_3_8,8.0,0.017391,5.0,0.0137686,12.45389902366647
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_2_2_3,14.0,0.0163433,4.0,0.0176381,2.05541645854146
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_2_2_1,9.0,0.0138859,5.0,0.0163494,4.84297204668492
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_1_1_2,59.0,0.0597552,47.0,0.034499,99.78539784620631
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_4_4_4,4.0,0.0152141,4.0,0.0157664,1.9450307504995
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_1_1_8,61.0,0.0471649,51.0,0.0369605,95.16801959108062
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_3_3_3,16.0,0.0208996,8.0,0.0158756,4.20969154607768
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_2_2_3,5.0,0.0148642,5.0,0.0152963,0.0
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_2_2_2,9.0,0.018417,6.0,0.0170972,0.0
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_2_2_8,11.0,0.0165624,5.0,0.0167472,11.67999742999743
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_5_5_5,14.0,0.0166508,7.0,0.0165963,12.91434822248776
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_5_5_4,8.0,0.0151868,9.0,0.0147737,2.81351125289804
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_5_5_4,4.0,0.014454,3.0,0.0138768,0.59910646785647
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_2_2_8,9.0,0.019233,10.0,0.017143,1.87656456446779
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_1_1_3,112.0,0.0554813,90.0,0.0525077,219.31852152868547
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_4_4_1,18.0,0.0155233,10.0,0.0152662,0.4933836996337
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_3_3_5,12.0,0.0168972,6.0,0.0158987,1.97123126873127
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_5_5_3,4.0,0.0137504,4.0,0.0148303,2.40181665921798
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_2_2_8,14.0,0.0209706,9.0,0.0185323,1.91113053613054
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_2_2_6,9.0,0.0163088,9.0,0.0167095,8.92235762037743
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_3_3_2,11.0,0.0169196,9.0,0.0166469,4.22843692395995
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_2_2_1,15.0,0.0161173,9.0,0.0168085,0.5918486119144
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_3_3_3,5.0,0.0153356,5.0,0.0172332,0.50553196803197
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_5_5_6,3.0,0.0153678,0.0,0.0143671,0.0
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_2_2_6,4.0,0.0155888,4.0,0.0166793,1.25122065434566
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_2_2_5,13.0,0.017884,11.0,0.0173402,5.79731654685168
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_1_1_5,10.0,0.0157955,5.0,0.0173031,1.77339490866277
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_1_1_6,13.0,0.0818943,87.0,0.0158662,188.0887997490715
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_4_4_1,8.0,0.0178806,5.0,0.0147282,2.67095404595405
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_3_3_4,7.0,0.0162988,6.0,0.0170031,1.22318618881119
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_1_1_8,8.0,0.0172699,5.0,0.0158241,7.65367352119827
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_1_1_2,5.0,0.015898,5.0,0.0163213,5.12978547854786
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_3_3_1,11.0,0.015165,10.0,0.0165211,8.00127169599551
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_3_3_7,19.0,0.019256,9.0,0.0203273,4.8106552001354
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_1_1_2,46.0,0.0360707,32.0,0.0288344,2.84129742540069
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_1_1_6,19.0,0.0330207,60.0,0.0167276,170.55082198439706
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_4_4_5,5.0,0.0160899,7.0,0.0158025,3.09744286645859
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_2_2_7,5.0,0.0162149,6.0,0.0192761,2.55366246656569
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_1_1_4,7.0,0.0163378,4.0,0.0172953,0.88770666833167
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_3_3_6,8.0,0.015978,7.0,0.0173902,1.70812624875125
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_5_5_8,8.0,0.0186245,6.0,0.0184326,0.54514588672197
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_2_2_1,12.0,0.0172197,5.0,0.0178657,5.50777481594313
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_3_3_5,8.0,0.0168181,7.0,0.015746,4.20572424651372
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_2_2_2,8.0,0.0183915,6.0,0.0196014,1.4973507973508
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_1_1_7,9.0,0.0166949,7.0,0.0166881,3.09744286645859
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_5_5_7,5.0,0.015035,3.0,0.0155881,1.23025802322677
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_4_4_2,6.0,0.0153398,6.0,0.0141724,6.9965811965812
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_4_4_3,7.0,0.0187985,11.0,0.0170779,6.05089583359345
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_5_5_6,3.0,0.0140639,4.0,0.0142169,0.63253659219568
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_5_5_6,8.0,0.014771,4.0,0.0163195,0.52739885114885
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_2_2_5,6.0,0.0172035,7.0,0.0160065,0.66345945720946
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_2_2_4,13.0,0.0191667,5.0,0.0188644,1.91689321707704
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_2_2_2,9.0,0.0178361,6.0,0.0182164,6.41358674328972
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_1_1_5,62.0,0.0329853,59.0,0.0294846,162.41338085409876
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_5_5_5,9.0,0.0161339,8.0,0.0165685,3.5026148768723
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_5_5_8,14.0,0.0182415,6.0,0.0174634,16.32655804714629
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_4_4_6,15.0,0.017752,9.0,0.0176408,1.75565589302003
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_5_5_7,5.0,0.0168571,3.0,0.0151887,1.40541021478522
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_3_3_1,7.0,0.0150837,4.0,0.0147308,0.54768762021561
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_5_5_4,8.0,0.0176045,5.0,0.0201665,1.42901222253356
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_1_1_7,113.0,0.0569753,87.0,0.0447768,191.90653571922292
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_1_1_1,86.0,0.0590917,93.0,0.0383897,117.89363696177077
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_4_4_6,8.0,0.0154708,6.0,0.0168926,8.85006981467377
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_4_4_8,11.0,0.0157374,5.0,0.017106,7.55558362590481
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_3_3_2,11.0,0.0174828,5.0,0.0160352,2.53124895937396
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_3_3_7,13.0,0.0155219,10.0,0.0203237,5.88092921361101
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_2_2_6,3.0,0.0179304,4.0,0.0168275,4.30491664551071
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_1_1_1,7.0,0.0157625,5.0,0.015359,3.77056676821529
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_1_1_7,63.0,0.0536435,63.0,0.0335921,137.14481348962863
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_4_4_2,5.0,0.0167098,4.0,0.0153339,2.60717563686314
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_2_2_6,13.0,0.0213871,16.0,0.0212719,2.14590228850097
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_3_3_3,9.0,0.0160336,8.0,0.015836,4.69586697131252
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_4_4_8,7.0,0.0162818,6.0,0.0155679,1.5392982017982
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_5_5_1,6.0,0.0174331,4.0,0.0169975,1.33707620504496
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_5_5_4,5.0,0.0180457,4.0,0.0160223,4.89103198781417
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_3_3_1,17.0,0.018431,5.0,0.0165134,9.01361559232846
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_5_5_3,6.0,0.0157901,8.0,0.0174408,10.86870224370224
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_3_3_1,9.0,0.0246085,12.0,0.0249759,12.46729924316131
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_2_2_3,16.0,0.0170021,5.0,0.0157558,4.19000592366929
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_1_1_5,72.0,0.0297357,51.0,0.0259579,135.5263105215157
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_1_1_5,8.0,0.0153657,9.0,0.0211528,0.0
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_2_2_3,14.0,0.0159496,6.0,0.0168587,1.80197083699882
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_4_4_1,5.0,0.0152666,6.0,0.0156646,1.41997252747253
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_2_2_7,4.0,0.0150441,5.0,0.0151883,2.02371139889522
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_4_4_5,8.0,0.0160794,7.0,0.0154091,2.56161963036963
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_3_3_4,7.0,0.016461,4.0,0.0169234,5.02330223406956
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_4_4_7,8.0,0.0135527,5.0,0.0154899,0.67518881980089
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_3_3_8,13.0,0.0170596,11.0,0.0159719,1.17112218139004
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_1_1_1,66.0,0.0817843,55.0,0.072821,135.6596199989964
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_4_4_2,5.0,0.0163507,6.0,0.0184392,2.12018294205794
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_2_2_7,8.0,0.017895,7.0,0.0170801,6.7499172728944
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_4_4_6,5.0,0.0153657,6.0,0.0162388,7.30928112041973
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_4_4_6,9.0,0.0173069,3.0,0.0158522,2.01084852647353
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_1_1_7,7.0,0.0180856,3.0,0.0161519,1.38970404595405
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_4_4_8,8.0,0.0145356,4.0,0.0162931,3.82950391192966
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_3_3_8,11.0,0.0166234,7.0,0.0164676,7.92358738621115
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_5_5_2,17.0,0.0188161,5.0,0.0181865,0.5195492007992
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_3_3_6,9.0,0.0159373,7.0,0.016431,2.2480738011988
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_3_3_4,15.0,0.0173969,7.0,0.017573,3.35589097371276
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_2_2_7,9.0,0.0171386,6.0,0.0173401,5.13791347460537
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_3_3_2,11.0,0.016453,6.0,0.0158447,10.19824994824994
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_3_3_7,11.0,0.0157138,6.0,0.0172424,3.59108010056589
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_4_4_7,6.0,0.0159174,7.0,0.0154576,1.084676872041
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_4_4_4,17.0,0.0180325,8.0,0.0174948,0.55522942966125
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_1_1_1,9.0,0.0152699,6.0,0.0174873,1.97632186892055
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_2_2_4,6.0,0.0161984,7.0,0.0166971,1.20789897602398
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_2_2_2,18.0,0.0184115,9.0,0.0172089,11.92375642375642
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_4_4_1,8.0,0.0171005,7.0,0.0175747,10.8060278060278
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_2_2_5,9.0,0.016499,7.0,0.0165539,2.56516192141192
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_5_5_1,5.0,0.0141474,4.0,0.0206002,0.67518881980089
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_5_5_2,3.0,0.01463,6.0,0.0145477,3.43533758234123
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_4_4_8,6.0,0.0157006,4.0,0.0156805,0.57842157842158
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_4_4_2,8.0,0.0161957,6.0,0.0181913,6.652792586951
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_3_3_6,9.0,0.017095,5.0,0.0186655,0.87464410589411
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_1_1_2,7.0,0.0158259,4.0,0.0173357,0.63253659219568
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_3_3_3,6.0,0.017187,7.0,0.015944,6.63976830881469
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_2_2_8,7.0,0.0167631,3.0,0.0164676,7.23416053143776
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_5_5_8,6.0,0.016959,7.0,0.016557,1.87964722777223
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB3_4_4_4,6.0,0.0191589,4.0,0.0167652,2.64425610726483
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB2_5_5_2,9.0,0.0176623,5.0,0.0165766,0.5473745004995
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB1_3_3_5,14.0,0.0230879,6.0,0.0168927,2.70101125289804
_home_Analise_digitais_2004_DB1_1_1_3,_home_Analise_digitais_2004_DB4_2_2_1,5.0,0.0160069,4.0,0.0161288,4.48748413302869
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB2_4_4_3,11.0,0.0148032,7.0,0.0171958,0.0
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB4_3_3_4,15.0,0.0187922,12.0,0.0162808,1.21103792041292
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB4_3_3_7,13.0,0.0222996,7.0,0.0200382,3.65117278259541
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB4_1_1_6,7.0,0.0129897,5.0,0.0155583,1.34378121878122
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB4_2_2_5,7.0,0.0158187,7.0,0.013782,4.9049888942575
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB4_4_4_7,15.0,0.0182623,11.0,0.0177433,16.69481912339056
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB3_5_5_1,10.0,0.0172277,8.0,0.0161688,3.43003838845423
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB1_1_1_4,7.0,0.016018,5.0,0.0161901,0.51565552503053
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB4_1_1_8,7.0,0.0150487,4.0,0.0153358,2.72175589561953
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB1_1_1_8,18.0,0.016524,11.0,0.019149,3.33624323216636
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB3_4_4_5,9.0,0.0147264,6.0,0.0154053,4.65966968491721
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB4_4_4_3,29.0,0.0238255,19.0,0.0195751,7.97144791402217
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB4_5_5_3,47.0,0.0964402,123.0,0.0305013,138.76249599737872
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB1_5_5_5,8.0,0.0134754,5.0,0.0141156,5.51357440737326
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB3_4_4_7,7.0,0.0148559,5.0,0.0145699,0.57885935385935
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB3_2_2_4,8.0,0.0125028,5.0,0.0171784,0.0
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB2_5_5_8,12.0,0.0171081,5.0,0.0142857,9.85683022299214
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB2_3_3_8,13.0,0.0174687,9.0,0.0155319,1.86151140526141
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB4_5_5_2,42.0,0.0420942,61.0,0.0222733,54.64823180345937
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB3_5_5_7,10.0,0.0141525,13.0,0.0158277,1.81331064768565
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB2_1_1_4,18.0,0.0178649,12.0,0.0184173,2.06932735139257
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB2_5_5_5,5.0,0.0147089,6.0,0.0141512,9.97258892555923
_home_Analise_digitais_2004_DB4_5_5_7,_home_Analise_digitais_2004_DB3_1_1_3,20.0,0.0153069,12.0,0.0160925,2.46430496586747
